dataset,query,num_snippets,file_path,span_start,span_end,answer,snippets_json
cuad,"Consider the Supply Agreement between EWSD 1, LLC d/b/a Shi Farms and Gridiron BioNutrients, Inc.; Is there an anti-assignment clause in this contract?",1,"cuad/GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-10.3-SUPPLY AGREEMENT.txt",3996,4120,"This Agreement may not be waived, amended or assigned without an agreed written and signed document, signed by both Parties.","[{""file_path"": ""cuad/GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-10.3-SUPPLY AGREEMENT.txt"", ""span"": [3996, 4120], ""answer"": ""This Agreement may not be waived, amended or assigned without an agreed written and signed document, signed by both Parties.""}]"
cuad,"Consider the Consulting and Product Development Agreement between Emerald Health Sciences Inc., Emerald Health Nutraceuticals Inc., and Dr. Michael T. Murray; What is the expiration date of this contract?",2,cuad/EmeraldHealthBioceuticalsInc_20200218_1-A_EX1A-6 MAT CTRCT_11987205_EX1A-6 MAT CTRCT_Development Agreement.txt,6354,6491,"Dr. Murray's obligations set out herein shall be performed from the Effective Date until December 31, 2018 (the initial ""Services Term"").","[{""file_path"": ""cuad/EmeraldHealthBioceuticalsInc_20200218_1-A_EX1A-6 MAT CTRCT_11987205_EX1A-6 MAT CTRCT_Development Agreement.txt"", ""span"": [6354, 6491], ""answer"": ""Dr. Murray's obligations set out herein shall be performed from the Effective Date until December 31, 2018 (the initial \""Services Term\"").""}, {""file_path"": ""cuad/EmeraldHealthBioceuticalsInc_20200218_1-A_EX1A-6 MAT CTRCT_11987205_EX1A-6 MAT CTRCT_Development Agreement.txt"", ""span"": [6851, 7041], ""answer"": ""Except as otherwise stated herein as pertaining only to a Services Term, this Agreement shall remain in effect for ten years, unless terminated in accordance with Sections 6.1 (a) or 6.2(b).""}]"
cuad,"Consider the Franchise Agreement between Airsopure International Group, Inc. and Franchisee; Is there a clause preventing the solicitation of customers in this contract?",2,cuad/AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FRANCHISE AGREEMENT.txt,3419,3679,"Other AIRSOPURE franchisees will not be permitted to solicit customers for Products by advertising in Your Exclusive Territory. Likewise, You may not target or solicit customers for Products by advertising in other Franchisees respective Exclusive Territories.","[{""file_path"": ""cuad/AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FRANCHISE AGREEMENT.txt"", ""span"": [3419, 3679], ""answer"": ""Other AIRSOPURE franchisees will not be permitted to solicit customers for Products by advertising in Your Exclusive Territory. Likewise, You may not target or solicit customers for Products by advertising in other Franchisees respective Exclusive Territories.""}, {""file_path"": ""cuad/AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FRANCHISE AGREEMENT.txt"", ""span"": [49979, 50528], ""answer"": ""You covenant and agree that during the term of this Agreement, and subject to the post-termination provisions contained herein, You shall not, except as otherwise approved in writing by AIRSOPURE, either directly or indirectly:\n\nA. Divert or attempt to divert any business or customer of the Franchise to any competitor, or competing business, by direct or indirect inducement or otherwise, or do or perform, directly or indirectly, any other act injurious or prejudicial to AIRSOPURE or the goodwill associated with the Licensed Marks and Products.""}]"
cuad,"Consider the Collaboration Agreement between Theravance, Inc. and Glaxo Group Limited for Development of Long-Acting β2 Adrenoceptor Agonists; Is there a minimum commitment required under this contract?",3,"cuad/INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION AGREEMENT.txt",59370,59692,"Subject to and consistent with the further Development principles outlined herein, each Party will offer a minimum of four (4) identified LABA compounds to this collaboration, with the intention of commercializing at least one Long-Acting β2 Adrenoceptor Agonist as a single agent and/or as a LABA/ICS Combination Product.","[{""file_path"": ""cuad/INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION AGREEMENT.txt"", ""span"": [59370, 59692], ""answer"": ""Subject to and consistent with the further Development principles outlined herein, each Party will offer a minimum of four (4) identified LABA compounds to this collaboration, with the intention of commercializing at least one Long-Acting \u03b22 Adrenoceptor Agonist as a single agent and/or as a LABA/ICS Combination Product.""}, {""file_path"": ""cuad/INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION AGREEMENT.txt"", ""span"": [61997, 62456], ""answer"": ""GSK shall also use Diligent Efforts to contribute at least one ICS and/or other non-LABA compound to the collaboration for the purpose of developing a combination product and Diligent Efforts to develop an optimal inhaled formulation of Collaboration Product in a device which may be either/or a dry powder inhaler formulation and/or a metered dose inhaler formulation of the Collaboration Compound and Development activities of such may continue in parallel.""}, {""file_path"": ""cuad/INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION AGREEMENT.txt"", ""span"": [77711, 77937], ""answer"": ""Milestone\n\n  Amount               Initiation of Phase I *\n\n  U.S.$10 Million   Initiation of Phase IIa**\n\n  U.S.$10 Million   Initiation of Phase IIb**\n\n  U.S.$5 Million               Initiation of Phase III\n\n  U.S.$25 Million""}]"
cuad,"Consider the Co-Branding Agreement between PC Quote, Inc. and A.B. Watley, Inc. for Market Data Software; Is there an anti-assignment clause in this contract?",1,cuad/PcquoteComInc_19990721_S-1A_EX-10.11_6377149_EX-10.11_Co-Branding Agreement1.txt,14780,14910,This Agreement or any rights or obligations granted hereunder may not be assigned by ABW without the prior written consent of PCQ.,"[{""file_path"": ""cuad/PcquoteComInc_19990721_S-1A_EX-10.11_6377149_EX-10.11_Co-Branding Agreement1.txt"", ""span"": [14780, 14910], ""answer"": ""This Agreement or any rights or obligations granted hereunder may not be assigned by ABW without the prior written consent of PCQ.""}]"
cuad,"Consider the Operations and Maintenance Agreement between Piñon Gathering Company, LLC and SandRidge Midstream, Inc.; Is there a cap on liability under this contract?",1,cuad/SANDRIDGEENERGYINC_08_06_2009-EX-10.6-OPERATIONS AND MAINTENANCE AGREEMENT.txt,68537,69502,"NOTWITHSTANDING ANYTHING IN THIS AGREEMENT TO THE CONTRARY, NEITHER PARTY SHALL BE LIABLE TO THE OTHER PARTY FOR SPECIAL,  INDIRECT, CONSEQUENTIAL, PUNITIVE, OR EXEMPLARY DAMAGES SUFFERED BY SUCH PARTY RESULTING FROM OR ARISING OUT OF THIS  AGREEMENT OR THE BREACH THEREOF OR UNDER ANY OTHER THEORY OF LIABILITY, WHETHER TORT, NEGLIGENCE, STRICT LIABILITY, BREACH  OF CONTRACT, WARRANTY, INDEMNITY, OR OTHERWISE, INCLUDING, WITHOUT LIMITATION, LOSS OF USE, INCREASED COST OF OPERATIONS, LOSS  OF PROFIT OR REVENUE, OR BUSINESS INTERRUPTIONS. IN FURTHERANCE OF THE FOREGOING, EACH PARTY RELEASES THE OTHER PARTY AND  WAIVES ANY RIGHT OF RECOVERY FOR SPECIAL, INDIRECT, CONSEQUENTIAL, PUNITIVE, OR EXEMPLARY DAMAGES SUFFERED BY SUCH PARTY  REGARDLESS OF WHETHER ANY SUCH DAMAGES ARE CAUSED BY THE OTHER PARTY'S NEGLIGENCE (AND REGARDLESS OF WHETHER SUCH  NEGLIGENCE IS SOLE, JOINT, CONCURRENT, ACTIVE, PASSIVE, OR GROSS NEGLIGENCE), FAULT, OR LIABILITY WITHOUT FAULT.","[{""file_path"": ""cuad/SANDRIDGEENERGYINC_08_06_2009-EX-10.6-OPERATIONS AND MAINTENANCE AGREEMENT.txt"", ""span"": [68537, 69502], ""answer"": ""NOTWITHSTANDING ANYTHING IN THIS AGREEMENT TO THE CONTRARY, NEITHER PARTY SHALL BE LIABLE TO THE OTHER PARTY FOR SPECIAL,  INDIRECT, CONSEQUENTIAL, PUNITIVE, OR EXEMPLARY DAMAGES SUFFERED BY SUCH PARTY RESULTING FROM OR ARISING OUT OF THIS  AGREEMENT OR THE BREACH THEREOF OR UNDER ANY OTHER THEORY OF LIABILITY, WHETHER TORT, NEGLIGENCE, STRICT LIABILITY, BREACH  OF CONTRACT, WARRANTY, INDEMNITY, OR OTHERWISE, INCLUDING, WITHOUT LIMITATION, LOSS OF USE, INCREASED COST OF OPERATIONS, LOSS  OF PROFIT OR REVENUE, OR BUSINESS INTERRUPTIONS. IN FURTHERANCE OF THE FOREGOING, EACH PARTY RELEASES THE OTHER PARTY AND  WAIVES ANY RIGHT OF RECOVERY FOR SPECIAL, INDIRECT, CONSEQUENTIAL, PUNITIVE, OR EXEMPLARY DAMAGES SUFFERED BY SUCH PARTY  REGARDLESS OF WHETHER ANY SUCH DAMAGES ARE CAUSED BY THE OTHER PARTY'S NEGLIGENCE (AND REGARDLESS OF WHETHER SUCH  NEGLIGENCE IS SOLE, JOINT, CONCURRENT, ACTIVE, PASSIVE, OR GROSS NEGLIGENCE), FAULT, OR LIABILITY WITHOUT FAULT.""}]"
cuad,"Consider the License and Hosting Agreement between Corio Inc. and Changepoint, Inc.; What licenses are granted under this contract?",9,cuad/CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT.txt,7675,9072,"Subject to the terms and conditions of this          Agreement, Changepoint hereby grants to Corio a fee-bearing,          irrevocable, nonexclusive, nontransferable (except in accordance with          Section 14.1 of this Agreement) license in the Territory to (i)          reproduce the Software in machine executable object code format only          for installation on the Corio Servers; (ii) install multiple copies of          the Software on Corio's Servers which will be made remotely accessible          to Corio's Customers for their internal business purposes, (iii) permit          limited access to and use of the Software by Customers through Corio          Servers solely for such Customer's internal business purposes; (iv)          sublicense an unlimited number of Customers to access and use the          Software only through the installation on Corio Servers solely for such          Customer's internal business purposes; and (v) use Changepoint's tools          and utilities, if any, subject to any restrictions placed on the          Changepoint by third party software providers and payment of any          applicable fees required by such third parties, to configure, integrate          and manage the Software. Corio shall not authorize Customers to          download or reproduce the Software for use except as necessary in          connection with the Corio Services.","[{""file_path"": ""cuad/CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT.txt"", ""span"": [7675, 9072], ""answer"": ""Subject to the terms and conditions of this          Agreement, Changepoint hereby grants to Corio a fee-bearing,          irrevocable, nonexclusive, nontransferable (except in accordance with          Section 14.1 of this Agreement) license in the Territory to (i)          reproduce the Software in machine executable object code format only          for installation on the Corio Servers; (ii) install multiple copies of          the Software on Corio's Servers which will be made remotely accessible          to Corio's Customers for their internal business purposes, (iii) permit          limited access to and use of the Software by Customers through Corio          Servers solely for such Customer's internal business purposes; (iv)          sublicense an unlimited number of Customers to access and use the          Software only through the installation on Corio Servers solely for such          Customer's internal business purposes; and (v) use Changepoint's tools          and utilities, if any, subject to any restrictions placed on the          Changepoint by third party software providers and payment of any          applicable fees required by such third parties, to configure, integrate          and manage the Software. Corio shall not authorize Customers to          download or reproduce the Software for use except as necessary in          connection with the Corio Services.""}, {""file_path"": ""cuad/CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT.txt"", ""span"": [9413, 10216], ""answer"": ""Subject to the terms and conditions of this          Agreement, Changepoint grants to Corio a nonexclusive, nontransferable          (except in accordance with Section 14.1 of this Agreement),          royalty-free, fully paid up license in the Territory to reproduce,          install and use additional copies of the Software, Documentation, and          Software tools and utilities if any, subject to any restrictions placed          on the Changepoint by third party software providers and payment of any          applicable fees required by such third parties, in machine executable          object code for production, testing, development, upgrade, reporting          and training for the purpose of allowing the Software to be made          available to Customers as part of the Corio Services.""}, {""file_path"": ""cuad/CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT.txt"", ""span"": [10531, 10601], ""answer"": ""Changepoint grants to Corio a nonexclusive, nontransferable (except in""}, {""file_path"": ""cuad/CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT.txt"", ""span"": [12272, 12714], ""answer"": ""Subject to the terms and conditions of this          Agreement, Changepoint hereby grants to Corio a nonexclusive,          nontransferable (except in accordance with Section 14.1 of this          Agreement) royalty-free, fully paid up right and license in the          Territory, on Corio Servers, to make a reasonable number of copies of          the Demonstration Software solely for demonstration purposes to          potential Customers.""}, {""file_path"": ""cuad/CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT.txt"", ""span"": [13418, 13658], ""answer"": ""Corio shall have the right to resell licenses for          the Software to any Corio Customer according to the terms and          conditions of Changepoint's standard Distribution Agreement          (\""Changepoint's Distribution Agreement\"").""}, {""file_path"": ""cuad/CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT.txt"", ""span"": [40961, 41281], ""answer"": ""During the term of this Agreement, each party          authorizes the other party to display and use the other's trademarks,          trade names and logos (collectively, the \""TRADEMARKS\"") in connection          with that party's sale, advertisement, service and promotion of the          Corio Services or the Software.""}, {""file_path"": ""cuad/CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT.txt"", ""span"": [65861, 66267], ""answer"": ""Upon the release of the Source Code to Corio pursuant to          Section 12.2 of this Agreement, Corio shall have a royalty-free,          nonexclusive, nontransferable, right and license at its head office to          use and modify the Source Code to support and maintain the Software          until the expiration or termination of Corio's Customers' License          Agreements for the Corio Services.""}, {""file_path"": ""cuad/CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT.txt"", ""span"": [122800, 123115], ""answer"": ""Subject to the provisions of this Agreement including the provisions of Article 8, Changepoint hereby grants to Customer and Customer hereby accepts from Changepoint the perpetual, personal, non-transferable and non-exclusive Software Licenses to use the Licensed Software for Customer's internal business purposes.""}, {""file_path"": ""cuad/CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT.txt"", ""span"": [156841, 156907], ""answer"": ""Customer is granted an unlimited number of Client Access Licenses.""}]"
cuad,Consider the Distributorship Agreement between STAAR Surgical AG and Distributor; Does this contract include an exclusivity agreement?,2,cuad/StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement.txt,1963,2043,Distributor shall (a) procure the Products solely from STAAR (or its affiliates),"[{""file_path"": ""cuad/StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement.txt"", ""span"": [1963, 2043], ""answer"": ""Distributor shall (a) procure the Products solely from STAAR (or its affiliates)""}, {""file_path"": ""cuad/StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement.txt"", ""span"": [2373, 2497], ""answer"": ""Subject to Section 8.3, Distributor's right to market, distribute and sell the Products in the Territory shall be exclusive.""}]"
cuad,"Consider the Collaboration Agreement between Ginkgo Bioworks, Inc. and Berkeley Lights, Inc. for Workflow Development on the Beacon Platform; Does this contract include any volume restrictions?",3,"cuad/BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATION AGREEMENT.txt",82668,83338,"BLI shall not be obligated to supply in any [***] (i) a quantity of the [***] in excess of the amount designated in such [***] in the binding portion of the Rolling Forecast or (ii) a quantity of [***] that is greater than [***] percent ([***]%) of the amount designated for such item or service in such [***] in the binding portion of the Rolling Forecast (such amount, the ""Maximum Amount""); provided that notwithstanding the provisions set forth in this Section 5.3.1 (Issuance) or Section 5.3.2 (Acceptance and Rejection) to the contrary, BLI shall use [***] to accept and fulfill Purchase Orders for quantities of [***] in excess of the Maximum Amount in any [***].","[{""file_path"": ""cuad/BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATION AGREEMENT.txt"", ""span"": [82668, 83338], ""answer"": ""BLI shall not be obligated to supply in any [***] (i) a quantity of the [***] in excess of the amount designated in such [***] in the binding portion of the Rolling Forecast or (ii) a quantity of [***] that is greater than [***] percent ([***]%) of the amount designated for such item or service in such [***] in the binding portion of the Rolling Forecast (such amount, the \""Maximum Amount\""); provided that notwithstanding the provisions set forth in this Section 5.3.1 (Issuance) or Section 5.3.2 (Acceptance and Rejection) to the contrary, BLI shall use [***] to accept and fulfill Purchase Orders for quantities of [***] in excess of the Maximum Amount in any [***].""}, {""file_path"": ""cuad/BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATION AGREEMENT.txt"", ""span"": [90441, 90588], ""answer"": ""[***] shall designate up to [***] ([***]) BLI employees or personnel as key persons (individually, a \""Key Person\"" and collectively, \""Key Persons\"").""}, {""file_path"": ""cuad/BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATION AGREEMENT.txt"", ""span"": [96654, 96955], ""answer"": ""BLI shall allocate Beacon Optofluidic Machines (including related Hardware and Software), Consumables and Services in short supply to Ginkgo [***], with such [***] allocation applicable only up to the number of units of such item set forth in the binding portions of the then-current Rolling Forecast.""}]"
cuad,"Consider the Gas Transportation Agreement between PennTex North Louisiana Operating, LLC and MRD Operating LLC; Is there uncapped liability under this contract?",1,cuad/PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement.txt,39668,40153,"NO PARTY SHALL BE LIABLE FOR CONSEQUENTIAL, INCIDENTAL, PUNITIVE, EXEMPLARY OR INDIRECT DAMAGES, LOST PROFITS OR OTHER BUSINESS INTERRUPTION DAMAGES, BY STATUTE, IN TORT OR CONTRACT, OR OTHERWISE; PROVIDED, HOWEVER, THAT THIS LIMITATION SHALL NOT LIMIT A PARTY'S RIGHT TO RECOVERY HEREUNDER FOR ANY SUCH DAMAGES TO THE EXTENT SUCH PARTY IS REQUIRED TO PAY SUCH DAMAGES TO A THIRD PARTY IN CONNECTION WITH A MATTER FOR WHICH SUCH PARTY IS OTHERWISE ENTITLED TO INDEMNIFICATION HEREUNDER","[{""file_path"": ""cuad/PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement.txt"", ""span"": [39668, 40153], ""answer"": ""NO PARTY SHALL BE LIABLE FOR CONSEQUENTIAL, INCIDENTAL, PUNITIVE, EXEMPLARY OR INDIRECT DAMAGES, LOST PROFITS OR OTHER BUSINESS INTERRUPTION DAMAGES, BY STATUTE, IN TORT OR CONTRACT, OR OTHERWISE; PROVIDED, HOWEVER, THAT THIS LIMITATION SHALL NOT LIMIT A PARTY'S RIGHT TO RECOVERY HEREUNDER FOR ANY SUCH DAMAGES TO THE EXTENT SUCH PARTY IS REQUIRED TO PAY SUCH DAMAGES TO A THIRD PARTY IN CONNECTION WITH A MATTER FOR WHICH SUCH PARTY IS OTHERWISE ENTITLED TO INDEMNIFICATION HEREUNDER""}]"
cuad,Consider the Strategic Alliance Agreement between Yaskawa Electric Corporation and Argo Medical Technologies Ltd. for Healthcare Robotics; What is the governing law for this contract?,1,cuad/REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.txt,13495,13602,This agreement will be governed by and must be construed in accordance with the laws of the State of Israel,"[{""file_path"": ""cuad/REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.txt"", ""span"": [13495, 13602], ""answer"": ""This agreement will be governed by and must be construed in accordance with the laws of the State of Israel""}]"
cuad,"Consider the Services and Hosting Agreement between VITALIBIS INC and VOTOCAST, Inc.; How is intellectual property ownership assigned in this contract?",1,cuad/VitalibisInc_20180316_8-K_EX-10.2_11100168_EX-10.2_Hosting Agreement.txt,14614,14898,"To the extent, if any, that ownership of the VOTOCAST Materials does not automatically vest in VOTOCAST by virtue of this Agreement or otherwise, Licensee hereby transfers and assigns to VOTOCAST all rights, title and interest which Licensee may have in and to the VOTOCAST Materials.","[{""file_path"": ""cuad/VitalibisInc_20180316_8-K_EX-10.2_11100168_EX-10.2_Hosting Agreement.txt"", ""span"": [14614, 14898], ""answer"": ""To the extent, if any, that ownership of the VOTOCAST Materials does not automatically vest in VOTOCAST by virtue of this Agreement or otherwise, Licensee hereby transfers and assigns to VOTOCAST all rights, title and interest which Licensee may have in and to the VOTOCAST Materials.""}]"
cuad,Consider the Distributor Agreement between B & C General Warehouse Corporation LLC and Distributor for Coffee Products; How is intellectual property ownership assigned in this contract?,1,cuad/GentechHoldingsInc_20190808_1-A_EX1A-6 MAT CTRCT_11776814_EX1A-6 MAT CTRCT_Distributor Agreement.txt,19937,20115,"Distributor shall assign to Company, without charge, any rights in the trademarks of Company that may inure to the benefit of Distributor pursuant to this Agreement or otherwise.","[{""file_path"": ""cuad/GentechHoldingsInc_20190808_1-A_EX1A-6 MAT CTRCT_11776814_EX1A-6 MAT CTRCT_Distributor Agreement.txt"", ""span"": [19937, 20115], ""answer"": ""Distributor shall assign to Company, without charge, any rights in the trademarks of Company that may inure to the benefit of Distributor pursuant to this Agreement or otherwise.""}]"
cuad,Consider the Agency Agreement between Biopure Corporation and The Butler Company for Oxyglobin Veterinary Products; What are the insurance requirements under this contract?,1,cuad/BIOPURECORP_06_30_1999-EX-10.13-AGENCY AGREEMENT.txt,18920,20286,"The Company and the Agent will each maintain, at their own expense, insurance with reputable insurers, such insurance to be in such form and amounts as are customary in the case of entities of established reputation engaged in the same or similar businesses and similarly situated, provided that such insurance will in any event include commercial general liability and umbrella liability insurance (including product liability coverage) for property damage, bodily injury and personal injury in an amount not less than Five Million Dollars ($5,000,000) combined single amount per occurrence and in the aggregate. Each such liability insurance policy of the Agent will name the Company (as its interest may appear) as an additional insured under the policy and provide for at least thirty (30) days prior written notice to the Company of any cancellation, modification or amendment of the policy. Each product liability insurance policy of the Company will name the Agent (as its interest may appear) as an additional insured under the policy and provide for at least thirty (30) days prior written notice to the Agent of any cancellation, modification, or amendment of this policy. Each party will furnish to the other upon request a Certificate of Insurance or other documentation reasonably satisfactory to the other evidencing compliance with this Paragraph 3.3.","[{""file_path"": ""cuad/BIOPURECORP_06_30_1999-EX-10.13-AGENCY AGREEMENT.txt"", ""span"": [18920, 20286], ""answer"": ""The Company and the Agent will each maintain, at their own expense, insurance with reputable insurers, such insurance to be in such form and amounts as are customary in the case of entities of established reputation engaged in the same or similar businesses and similarly situated, provided that such insurance will in any event include commercial general liability and umbrella liability insurance (including product liability coverage) for property damage, bodily injury and personal injury in an amount not less than Five Million Dollars ($5,000,000) combined single amount per occurrence and in the aggregate. Each such liability insurance policy of the Agent will name the Company (as its interest may appear) as an additional insured under the policy and provide for at least thirty (30) days prior written notice to the Company of any cancellation, modification or amendment of the policy. Each product liability insurance policy of the Company will name the Agent (as its interest may appear) as an additional insured under the policy and provide for at least thirty (30) days prior written notice to the Agent of any cancellation, modification, or amendment of this policy. Each party will furnish to the other upon request a Certificate of Insurance or other documentation reasonably satisfactory to the other evidencing compliance with this Paragraph 3.3.""}]"
cuad,"Consider the Co-Branding Agreement between NETTAXI Online Communities, Inc. and Solutions Media, Inc. (SpinRecords.com); What is the expiration date of this contract?",1,cuad/RaeSystemsInc_20001114_10-Q_EX-10.57_2631790_EX-10.57_Co-Branding Agreement.txt,16384,16657,"This  Agreement  shall  be effective upon the              ------------------- Effective Date and shall remain in force for a period of one (1) year, and shall be automatically renewed for successive periods of one (1) year unless otherwise terminated  as provided  herein.","[{""file_path"": ""cuad/RaeSystemsInc_20001114_10-Q_EX-10.57_2631790_EX-10.57_Co-Branding Agreement.txt"", ""span"": [16384, 16657], ""answer"": ""This  Agreement  shall  be effective upon the              ------------------- Effective Date and shall remain in force for a period of one (1) year, and shall be automatically renewed for successive periods of one (1) year unless otherwise terminated  as provided  herein.""}]"
cuad,Consider the Exclusive Distributor Agreement between IMRS Operations Inc. and Delteq Pte Ltd.; Does this contract include any revenue or profit-sharing arrangements?,2,cuad/HYPERIONSOFTWARECORP_09_28_1994-EX-10.47-EXCLUSIVE DISTRIBUTOR AGREEMENT.txt,12734,13301,"Software license fees associated with Software license agreements in which the sales cycle begins on or after May 1, 1994 (hereinafter ""New Software license agreements"") for Product sites located in the Territory, shall be allocated and distributed as follows:

              Gross Software Revenue Generated     % to Distributor                  --------------------------------     ----------------                  Per Annum July 1- June 30

              US$O -- $999,999                          40%                  US$1,O00,000 +                            50%","[{""file_path"": ""cuad/HYPERIONSOFTWARECORP_09_28_1994-EX-10.47-EXCLUSIVE DISTRIBUTOR AGREEMENT.txt"", ""span"": [12734, 13301], ""answer"": ""Software license fees associated with Software license agreements in which the sales cycle begins on or after May 1, 1994 (hereinafter \""New Software license agreements\"") for Product sites located in the Territory, shall be allocated and distributed as follows:\n\n              Gross Software Revenue Generated     % to Distributor                  --------------------------------     ----------------                  Per Annum July 1- June 30\n\n              US$O -- $999,999                          40%                  US$1,O00,000 +                            50%""}, {""file_path"": ""cuad/HYPERIONSOFTWARECORP_09_28_1994-EX-10.47-EXCLUSIVE DISTRIBUTOR AGREEMENT.txt"", ""span"": [14315, 14491], ""answer"": ""License Renewal and Maintenance Fees will be split evenIy with 50% distributed to Developer and 50% distributed to Distributor, also subject to paragraph 4 of this section 2.3.""}]"
cuad,"Consider the License and Development Agreement between Bioeq IP AG and Coherus BioSciences, Inc. for Ranibizumab Biosimilar; Does the licensee's affiliates have any licensing rights under this contract?",2,cuad/CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement.txt,30133,30440,"Licensee shall be entitled to grant sublicenses under its license pursuant to Section 2.1 to Affiliates only, provided that any sublicense granted by Licensee under this Section 2.1.2 shall be made through a written agreement in the English language and shall be consistent with the terms of this Agreement.","[{""file_path"": ""cuad/CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement.txt"", ""span"": [30133, 30440], ""answer"": ""Licensee shall be entitled to grant sublicenses under its license pursuant to Section 2.1 to Affiliates only, provided that any sublicense granted by Licensee under this Section 2.1.2 shall be made through a written agreement in the English language and shall be consistent with the terms of this Agreement.""}, {""file_path"": ""cuad/CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement.txt"", ""span"": [67150, 67767], ""answer"": ""For those countries where a specific license is required for a joint owner of a Joint Invention or Joint Improvement to practice such Joint Invention or Joint Improvement, in such country, each Party hereby grants to the other Party a perpetual, irrevocable, non-exclusive, worldwide, royalty-free, fully paid-up license, transferable and sublicensable, under such Party's right, title and interest in and to such Joint Invention or Joint Improvement to freely exploit such Joint Invention or Joint Improvement in such country, subject to the terms and conditions of this Agreement and the licenses granted hereunder.""}]"
cuad,Consider the Endorsement Agreement between SQUARE TWO GOLF INC. and Kathy Whitworth for Women's Golf Clubs; Does this contract include any revenue or profit-sharing arrangements?,2,cuad/WOMENSGOLFUNLIMITEDINC_03_29_2000-EX-10.13-ENDORSEMENT AGREEMENT.txt,8035,8505,"If the Company elects to create and market the Products, the Company will pay to the Professional a ""Royalty Fee"" on the sales of Products during the Term, except as provided in the following sentence, of two percent (2%) of the ""Royalty Base,"" which Royalty Base shall be calculated as the wholesale selling price of all Products for which the Company actually receives the proceeds of such net of returns, allowances, discounts, shipping, taxes, insurance and credits.","[{""file_path"": ""cuad/WOMENSGOLFUNLIMITEDINC_03_29_2000-EX-10.13-ENDORSEMENT AGREEMENT.txt"", ""span"": [8035, 8505], ""answer"": ""If the Company elects to create and market the Products, the Company will pay to the Professional a \""Royalty Fee\"" on the sales of Products during the Term, except as provided in the following sentence, of two percent (2%) of the \""Royalty Base,\"" which Royalty Base shall be calculated as the wholesale selling price of all Products for which the Company actually receives the proceeds of such net of returns, allowances, discounts, shipping, taxes, insurance and credits.""}, {""file_path"": ""cuad/WOMENSGOLFUNLIMITEDINC_03_29_2000-EX-10.13-ENDORSEMENT AGREEMENT.txt"", ""span"": [8703, 8962], ""answer"": ""If the Company decides not to renew this Agreement in accordance with the provisions of Section 8 below, the Company shall pay the Professional an amount equal to two percent (2%) of the net book value of its unsold inventory of Products on December 31, 2004.""}]"
